IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
0,3,2015,December,51,18,0,2,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,314,       NULL,0,Transient,26,0,0,Check-Out,2015-12-20
1,2,2017,March,11,12,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,65,0,2,Canceled,2017-03-12
0,81,2017,January,3,16,1,2,1,0,0,BB       ,PRT,Direct,Direct,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,30,0,1,Check-Out,2017-01-19
1,90,2016,August,34,15,1,5,2,0,0,HB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,231,0,0,Canceled,2016-05-25
0,0,2017,August,32,9,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,244,1,0,Check-Out,2017-08-10
1,296,2017,May,19,10,0,1,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,67.5,0,2,Canceled,2016-07-20
0,157,2015,August,32,2,2,5,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,196,       NULL,0,Transient-Party,119.7,0,1,Check-Out,2015-08-09
0,0,2016,February,6,3,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,39,0,0,Check-Out,2016-02-04
0,0,2016,March,11,7,1,1,2,1,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,196,       NULL,0,Transient,30,0,1,Check-Out,2016-03-09
0,32,2016,April,17,19,2,5,2,0,0,HB       ,GBR,Groups,Direct,0,0,0,D               ,D               ,0,No Deposit     ,273,       NULL,0,Transient-Party,69.36,0,0,Check-Out,2016-04-26
1,58,2015,December,51,17,6,13,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,314,       NULL,0,Transient,51.99,0,0,Canceled,2015-10-21
1,245,2015,September,39,25,0,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,248,       NULL,0,Transient,80,0,0,Canceled,2015-07-31
0,397,2016,September,39,21,0,4,2,0,0,BB       ,CN,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,96,       NULL,0,Transient-Party,70.5,0,1,Check-Out,2016-09-25
0,47,2015,September,40,27,2,5,2,0,0,HB       ,IRL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,142,       NULL,0,Contract,90.74,0,0,Check-Out,2015-10-04
0,10,2016,February,7,12,0,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,15,       NULL,0,Transient,43,1,0,Check-Out,2016-02-14
1,104,2017,June,26,27,0,5,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,121,0,1,Canceled,2017-06-20
0,2,2015,November,47,15,2,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,1,No Deposit     ,       NULL,80,0,Transient,43,0,0,Check-Out,2015-11-18
1,59,2016,December,52,23,2,2,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient-Party,103,0,1,Canceled,2016-12-06
1,53,2015,October,43,24,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,66,0,3,Canceled,2015-09-24
1,51,2016,August,35,26,1,2,2,2,0,BB       ,MAR,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,265.67,0,0,Canceled,2016-07-07
1,312,2017,March,10,5,2,5,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,298,       NULL,0,Transient-Party,30,0,0,Canceled,2017-01-11
1,36,2016,May,19,6,2,4,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,65,0,0,Canceled,2016-04-12
0,0,2017,May,18,5,0,1,2,0,0,BB       ,CN,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,100,1,0,Check-Out,2017-05-06
1,11,2016,January,2,8,1,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,314,       NULL,0,Transient,29,0,1,No-Show,2016-01-08
1,17,2015,November,48,23,1,3,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient,25,0,0,Canceled,2015-11-19
0,130,2017,May,22,28,2,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,40,       NULL,0,Contract,70.4,0,0,Check-Out,2017-06-04
1,135,2016,November,46,10,2,3,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,37.8,0,0,Canceled,2016-08-31
0,78,2016,April,18,29,2,5,1,0,0,HB       ,NLD,Groups,TA/TO,0,0,0,A               ,A               ,8,No Deposit     ,95,       NULL,0,Transient-Party,54,0,0,Check-Out,2016-05-06
1,80,2015,September,40,28,1,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,241,       NULL,0,Transient,63.14,0,1,Canceled,2015-07-13
0,88,2016,August,34,18,2,5,2,1,0,Undefined,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,250,       NULL,0,Transient,286.1,1,0,Check-Out,2016-08-25
1,37,2015,July,31,29,1,4,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,196,       NULL,0,Transient,133,0,1,Canceled,2015-07-27
0,72,2016,February,6,6,2,1,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,D               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,73.33,0,0,Check-Out,2016-02-09
1,266,2017,May,20,18,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,81,0,1,Canceled,2017-02-20
0,247,2016,June,25,16,2,5,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,143,       NULL,0,Transient,98.6,0,0,Check-Out,2016-06-23
1,25,2016,April,17,23,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient,87,0,0,Canceled,2016-03-29
1,215,2017,June,26,30,2,4,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,110,0,0,Canceled,2016-11-28
0,0,2016,April,16,12,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,3,A               ,C               ,1,No Deposit     ,       NULL,120,0,Transient,62,1,0,Check-Out,2016-04-14
1,59,2016,July,30,23,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,180,0,0,Canceled,2016-06-12
0,41,2015,October,43,18,4,6,2,1,0,BB       ,FRA,Direct,Direct,0,0,0,C               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,66,0,1,Check-Out,2015-10-28
1,353,2017,August,33,19,4,6,2,2,0,BB       ,GBR,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,244,0,1,Canceled,2016-09-04
0,266,2015,September,39,24,2,4,1,0,0,BB       ,NULL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,201,       NULL,0,Transient-Party,34,0,0,Check-Out,2015-09-30
0,89,2015,November,46,9,1,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,G               ,0,No Deposit     ,314,       NULL,0,Contract,62.16,1,1,Check-Out,2015-11-15
1,95,2016,May,21,16,1,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,73,0,1,Canceled,2016-04-04
1,23,2016,July,29,13,0,4,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,161.1,0,0,Canceled,2016-06-21
0,5,2016,February,9,27,1,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,65,0,1,Check-Out,2016-02-29
1,214,2017,March,12,24,3,7,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,273,       NULL,0,Transient-Party,28,0,0,Canceled,2016-11-01
1,111,2016,February,7,12,0,2,2,0,0,FB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,38,       NULL,0,Transient,70,0,0,Canceled,2016-01-26
0,7,2016,February,8,17,0,3,1,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient-Party,43,0,1,Check-Out,2016-02-20
1,151,2017,July,29,22,2,5,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,177,       NULL,0,Transient,151,0,0,Canceled,2017-05-22
0,70,2016,August,34,17,0,2,2,0,0,BB       ,PRI,Corporate,Corporate,1,0,5,A               ,A               ,1,No Deposit     ,       NULL,154,0,Transient,125,0,0,Check-Out,2016-08-19
1,236,2016,May,20,12,1,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,315,       NULL,0,Transient-Party,48,0,0,Canceled,2015-09-28
0,49,2017,August,32,8,0,3,1,0,0,BB       ,PRT,Corporate,Direct,1,0,2,A               ,E               ,0,No Deposit     ,       NULL,130,0,Transient,147.33,1,1,Check-Out,2017-08-11
0,1,2016,January,4,17,2,3,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,314,       NULL,0,Transient,29,0,0,Check-Out,2016-01-22
0,225,2016,June,26,23,2,5,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,40,       NULL,0,Transient,79.84,0,0,Check-Out,2016-06-30
0,43,2016,March,13,23,4,10,2,0,0,BB       ,CN,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,96,       NULL,0,Transient,55.64,0,0,Check-Out,2016-04-06
1,186,2017,July,27,3,2,5,3,1,0,HB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,238.71,0,0,Canceled,2017-01-22
0,7,2015,October,42,12,1,3,2,0,0,FB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,Non Refund     ,       NULL,174,0,Transient-Party,109,0,0,Check-Out,2015-10-16
1,253,2015,September,37,12,2,5,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,96,       NULL,0,Transient,58.95,0,0,Canceled,2015-06-17
1,51,2017,May,18,4,0,3,2,0,0,BB       ,CN,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,115,0,0,Canceled,2017-03-16
1,152,2015,July,27,2,4,10,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,1,0,D               ,D               ,0,No Deposit     ,243,       NULL,0,Contract,67.58,0,0,Canceled,2015-04-03
0,117,2017,February,7,16,2,5,2,2,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,C               ,C               ,2,No Deposit     ,464,       NULL,0,Transient,100.71,0,0,Check-Out,2017-02-23
1,98,2017,February,6,8,6,15,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,96,       NULL,0,Transient,37.8,0,0,Canceled,2017-01-19
0,20,2016,November,46,8,0,4,2,0,0,BB       ,POL,Direct,Direct,0,0,0,E               ,E               ,1,No Deposit     ,250,       NULL,0,Transient,78.25,1,2,Check-Out,2016-11-12
1,42,2016,July,31,27,2,5,2,0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,198.29,0,0,Canceled,2016-06-15
1,37,2017,June,23,10,2,2,2,2,0,HB       ,PAK,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit     ,240,       NULL,0,Transient,228,0,1,Canceled,2017-05-06
1,0,2016,June,24,5,1,0,1,0,0,BB       ,NULL,Direct,Corporate,0,0,1,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,90,0,0,Canceled,2016-06-05
1,41,2015,August,33,9,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,172,0,2,Canceled,2015-07-17
0,219,2016,June,23,3,4,10,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,40,       NULL,0,Transient,90.9,0,2,Check-Out,2016-06-17
0,186,2015,July,28,7,0,3,2,0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,123,0,1,Check-Out,2015-07-10
1,21,2017,February,7,18,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,48,0,0,Canceled,2017-02-06
1,9,2017,July,27,8,1,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,160,0,1,Canceled,2017-07-08
0,120,2016,May,20,11,0,4,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,71.7,1,1,Check-Out,2016-05-15
1,110,2016,June,25,14,2,5,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,171,       NULL,0,Transient,89.1,0,0,Canceled,2016-05-11
1,177,2017,July,27,3,2,5,2,0,0,BB       ,IRL,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,250,       NULL,0,Transient-Party,137.57,0,0,Canceled,2017-01-24
1,187,2016,May,19,2,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,52.2,0,1,Canceled,2016-02-03
1,200,2016,August,35,21,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,175,0,2,Canceled,2016-05-09
1,8,2016,May,21,18,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,331,0,Transient,72,0,0,Canceled,2016-05-10
1,264,2017,June,22,2,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,240,       NULL,0,Transient,92,0,2,Canceled,2017-03-08
1,58,2017,June,23,10,2,5,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,177.71,0,0,Canceled,2017-05-17
0,133,2017,February,7,13,1,0,2,0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,37.8,1,2,Check-Out,2017-02-14
0,150,2016,June,23,4,2,5,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient-Party,73.71,0,2,Check-Out,2016-06-11
0,124,2016,October,43,22,2,2,2,0,0,BB       ,SWE,Groups,Corporate,0,0,0,E               ,E               ,1,No Deposit     ,       NULL,       NULL,0,Transient-Party,75,1,0,Check-Out,2016-10-26
0,73,2015,September,40,28,1,1,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,E               ,0,No Deposit     ,242,       NULL,0,Transient,76,0,1,Check-Out,2015-09-30
0,85,2016,December,52,21,2,8,2,2,0,BB       ,GBR,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,89.4,0,1,Check-Out,2016-12-31
1,121,2016,April,15,9,2,5,2,0,0,HB       ,GBR,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund     ,273,       NULL,0,Transient,72,0,0,Canceled,2016-01-14
0,154,2016,September,37,5,2,5,2,0,0,FB       ,PRT,Direct,Direct,0,0,0,C               ,C               ,5,No Deposit     ,250,442,0,Transient,212.6,0,2,Check-Out,2016-09-12
0,82,2016,November,45,4,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,37.8,0,1,Check-Out,2016-11-06
1,102,2016,February,7,8,1,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,332,       NULL,0,Transient-Party,50,0,0,Canceled,2016-02-02
0,93,2017,August,32,8,0,4,2,0,0,BB       ,CN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,241,       NULL,0,Transient,184,0,1,Check-Out,2017-08-12
1,24,2016,August,32,4,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,231,0,0,Canceled,2016-07-11
0,0,2016,May,19,3,0,1,1,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,314,       NULL,0,Transient-Party,75.2,0,0,Check-Out,2016-05-04
1,411,2017,May,22,31,2,4,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,       NULL,0,Transient,71.1,0,0,Canceled,2016-04-15
1,29,2016,April,18,29,1,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,82.67,0,0,Canceled,2016-04-17
0,10,2016,March,10,4,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,240,       NULL,0,Transient,48,0,2,Check-Out,2016-03-06
0,290,2016,October,44,23,2,4,2,0,0,HB       ,GBR,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,242,       NULL,0,Transient,117,0,1,Check-Out,2016-10-29
0,58,2015,October,43,18,2,2,2,0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,56,0,2,Check-Out,2015-10-22
0,6,2017,April,17,29,1,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,128,1,1,Check-Out,2017-05-01
1,348,2016,August,33,13,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,113.4,0,2,Canceled,2015-09-03
0,251,2016,September,38,13,0,5,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,77.4,0,3,Check-Out,2016-09-18
0,159,2017,March,9,1,4,10,2,0,0,BB       ,CN,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,96,       NULL,0,Transient,48.71,1,1,Check-Out,2017-03-15
0,7,2016,October,41,3,1,1,2,0,0,BB       ,NULL,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,42,0,Transient,50,0,0,Check-Out,2016-10-05
1,30,2016,May,20,13,0,2,1,2,0,BB       ,ARG,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient-Party,135,0,0,Canceled,2016-04-21
1,145,2016,May,22,28,2,4,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,147,       NULL,0,Transient-Party,59.3,0,1,Canceled,2016-01-05
1,94,2016,November,47,18,2,5,1,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,56.83,0,2,Canceled,2016-08-17
0,29,2016,June,23,4,2,5,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,5,       NULL,0,Transient,129.77,1,0,Check-Out,2016-06-11
1,17,2017,June,23,9,2,3,2,1,0,HB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,1,No Deposit     ,250,       NULL,0,Transient,223,0,0,Canceled,2017-05-24
1,164,2016,April,16,15,0,2,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,118,0,2,Canceled,2015-11-10
0,1,2017,March,10,9,0,1,2,0,0,BB       ,PRT,Online TA,Direct,1,0,4,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,65,0,2,Check-Out,2017-03-10
0,143,2015,September,37,12,2,4,2,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,66.6,0,1,Check-Out,2015-09-18
1,84,2016,December,52,21,2,4,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,37.8,0,2,Canceled,2016-10-07
0,62,2015,October,44,25,2,4,1,1,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,314,       NULL,0,Contract,44.8,0,0,Check-Out,2015-10-31
1,209,2016,July,28,8,2,5,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,163,0,0,Canceled,2016-04-01
1,236,2016,May,20,12,1,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,315,       NULL,0,Transient-Party,48,0,0,Canceled,2015-09-28
1,35,2016,February,8,19,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,99,0,0,No-Show,2016-02-19
1,144,2016,March,10,1,0,3,1,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,240,       NULL,0,Transient,70,0,2,Canceled,2016-01-12
1,197,2016,September,39,21,2,5,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,D               ,D               ,0,Non Refund     ,253,       NULL,0,Transient,66.6,0,0,Canceled,2016-03-31
0,253,2017,July,27,7,0,2,2,0,0,BB       ,PRT,Groups,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,116.64,0,1,Check-Out,2017-07-09
0,25,2017,February,8,24,1,2,2,0,0,HB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,65.83,0,1,Check-Out,2017-02-27
0,40,2015,October,43,21,0,3,2,0,0,BB       ,IND,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,56,1,3,Check-Out,2015-10-24
0,17,2017,August,32,6,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,240,       NULL,0,Transient-Party,199,0,1,Check-Out,2017-08-07
