IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
1,418,2016,September,40,26,1,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,21,       NULL,223,Transient-Party,75,0,0,Canceled,2016-07-08
0,140,2015,August,33,10,3,6,2,0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.5,0,2,Check-Out,2015-08-19
0,194,2016,August,33,13,0,1,2,1,0,BB       ,DEU,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,14,       NULL,0,Transient,128.4,0,1,Check-Out,2016-08-14
1,251,2016,March,13,22,0,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,29,       NULL,93,Transient,125,0,0,Canceled,2015-10-16
0,39,2015,November,48,27,0,2,1,0,0,BB       ,GRC,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,90.9,0,2,Check-Out,2015-11-29
1,80,2017,March,13,31,0,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,56,       NULL,0,Transient,90,0,0,Canceled,2017-01-10
0,0,2017,June,24,17,0,1,1,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,160,0,2,Check-Out,2017-06-18
0,414,2017,July,28,13,0,2,2,0,0,HB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,122.4,0,1,Check-Out,2017-07-15
0,8,2017,July,28,13,1,3,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,158,0,1,Check-Out,2017-07-17
0,26,2016,April,15,4,1,0,1,0,0,BB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,119,0,0,Check-Out,2016-04-05
0,135,2017,July,31,31,1,5,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,27,       NULL,0,Transient,80.1,0,1,Check-Out,2017-08-06
0,9,2016,March,12,16,0,2,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,109,0,1,Check-Out,2016-03-18
1,214,2017,July,27,4,0,3,2,1,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,125.1,0,0,Canceled,2016-12-10
0,14,2016,December,53,28,0,4,2,0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,E               ,0,No Deposit     ,9,       NULL,0,Transient,125.8,0,0,Check-Out,2017-01-01
0,6,2016,April,16,15,0,1,2,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,131,0,1,Check-Out,2016-04-16
0,97,2016,July,30,21,2,3,3,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,1,No Deposit     ,9,       NULL,0,Transient,141.3,0,2,Check-Out,2016-07-26
0,0,2017,February,6,6,1,3,2,0,0,SC       ,AUT,Online TA,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,9,       NULL,0,Transient,74.8,0,0,Check-Out,2017-02-10
0,35,2015,October,41,7,0,2,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,66.53,0,1,Check-Out,2015-10-09
1,176,2016,April,15,9,1,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,21,       NULL,0,Transient,125,0,0,Canceled,2015-11-23
0,1,2016,March,13,23,0,1,1,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,96,0,1,Check-Out,2016-03-24
1,156,2017,April,17,26,0,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,37,       NULL,0,Transient,100,0,0,Canceled,2016-11-21
1,72,2016,March,13,26,1,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,96,0,0,Canceled,2016-02-09
0,82,2016,September,37,5,3,7,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,16,       NULL,0,Transient,90.95,0,0,Check-Out,2016-09-15
0,2,2017,July,31,30,1,0,3,0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,179.1,0,1,Check-Out,2017-07-31
0,12,2017,June,23,4,2,1,2,0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,153.33,0,1,Check-Out,2017-06-07
0,21,2016,October,44,25,0,3,2,0,0,SC       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient,85,0,0,Check-Out,2016-10-28
1,53,2016,October,41,5,0,2,1,0,0,BB       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,113.4,0,2,Canceled,2016-08-25
0,8,2017,June,22,1,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,1,0,4,A               ,A               ,0,No Deposit     ,       NULL,40,0,Transient,67,1,1,Check-Out,2017-06-02
0,67,2017,January,1,2,1,1,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,102.6,0,0,Check-Out,2017-01-04
0,58,2017,January,3,15,3,5,2,0,0,BB       ,CYP,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient-Party,75,0,0,Check-Out,2017-01-23
1,9,2016,July,30,21,0,1,2,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,166,0,0,Canceled,2016-07-14
1,279,2016,October,43,21,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,65,0,0,Canceled,2016-09-20
0,349,2016,October,41,4,1,5,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,58,       NULL,162,Transient-Party,90,0,0,Check-Out,2016-10-10
0,27,2016,October,44,29,2,1,2,0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Transient,110,0,1,Check-Out,2016-11-01
0,3,2016,January,4,17,2,4,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,76.3,0,1,Check-Out,2016-01-23
0,167,2016,March,12,13,2,2,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,28,       NULL,0,Group,60,0,1,Check-Out,2016-03-17
1,120,2016,October,44,28,0,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,104.4,0,1,Canceled,2016-06-30
1,42,2017,June,24,17,2,4,2,0,0,SC       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,133.33,0,1,Canceled,2017-06-05
1,145,2016,August,34,17,0,2,2,1,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,       NULL,       NULL,0,Transient-Party,147,0,1,Canceled,2016-08-16
1,104,2016,April,17,18,1,3,2,0,0,SC       ,CHN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,72.25,0,1,Canceled,2016-02-01
